aH96140270_BOM_Edgetech_Dewmaste.csv,,,,,
Points,Soak,Assured,t_2500,rH_2500,Q_2500
,,,HG2500.set_ts,HG2500.set_rh_pctc,HG2500.set_q
1,180,0,0.1,10,20
2,90,0,0.1,20,20
3,90,0,0.1,41,20
4,90,0,0.1,81,20
5,90,0,0.1,41,20
6,90,0,0.1,20,20
7,90,0,0.1,10,20
