aH96140261_MI70_biotec_2500_rh,,,,,
Points,Soak,Assured,t_2500,rh_2500,Q_2500
,,,HG2500.set_ts,HG2500.set_rh_pctc,HG2500.set_q
1,300,0,0,20,15
2,50,0,0,35,15
3,50,0,0,50,15
4,50,0,0,65,15
5,50,0,0,80,15
6,120,0,0,95,12
7,50,0,0,80,15
8,50,0,0,65,15
9,50,0,0,50,15
10,50,0,0,35,15
11,50,0,0,20,15
12,180,0,20,20,15
13,50,0,20,35,15
14,50,0,20,50,15
15,50,0,20,65,15
16,50,0,20,80,15
17,120,0,20,95,12
18,50,0,20,80,15
19,50,0,20,65,15
20,50,0,20,50,15
21,50,0,20,35,15
22,50,0,20,20,15
23,180,0,40,20,15
24,50,0,40,35,15
25,50,0,40,50,15
26,50,0,40,65,15
27,50,0,40,80,15
28,120,0,40,95,12
29,50,0,40,80,15
30,50,0,40,65,15
31,50,0,40,50,15
32,50,0,40,35,15
33,50,0,40,20,15
34,180,0,60,20,15
35,50,0,60,35,15
36,50,0,60,50,15
37,50,0,60,65,15
38,50,0,60,80,15
39,120,0,60,95,12
40,50,0,60,80,15
41,50,0,60,65,15
42,50,0,60,50,15
43,50,0,60,35,15
44,50,0,60,20,15
45,300,0,40,20,15
46,50,0,40,35,15
47,50,0,40,50,15
48,50,0,40,65,15
49,50,0,40,80,15
50,120,0,40,95,12
51,50,0,40,80,15
52,50,0,40,65,15
53,50,0,40,50,15
54,50,0,40,35,15
55,50,0,40,20,15
56,300,0,20,20,15
57,50,0,20,35,15
58,50,0,20,50,15
59,50,0,20,65,15
60,50,0,20,80,15
61,120,0,20,95,12
62,50,0,20,80,15
63,50,0,20,65,15
64,50,0,20,50,15
65,50,0,20,35,15
66,50,0,20,20,15
67,300,0,0,20,15
68,50,0,0,35,15
69,50,0,0,50,15
70,50,0,0,65,15
71,50,0,0,80,15
72,120,0,0,95,12
73,50,0,0,80,15
74,50,0,0,65,15
75,50,0,0,50,15
76,50,0,0,35,15
77,50,0,0,20,15
78,180,0,20,20,15
79,50,0,20,35,15
80,50,0,20,50,15
81,50,0,20,65,15
82,50,0,20,80,15
83,120,0,20,95,12
84,50,0,20,80,15
85,50,0,20,65,15
86,50,0,20,50,15
87,50,0,20,35,15
88,50,0,20,20,15
89,180,0,40,20,15
90,50,0,40,35,15
91,50,0,40,50,15
92,50,0,40,65,15
93,50,0,40,80,15
94,120,0,40,95,12
95,50,0,40,80,15
96,50,0,40,65,15
97,50,0,40,50,15
98,50,0,40,35,15
99,50,0,40,20,15
100,180,0,60,20,15
101,50,0,60,35,15
102,50,0,60,50,15
103,50,0,60,65,15
104,50,0,60,80,15
105,120,0,60,95,12
106,50,0,60,80,15
107,50,0,60,65,15
108,50,0,60,50,15
109,50,0,60,35,15
110,50,0,60,20,15
111,300,0,40,20,15
112,50,0,40,35,15
113,50,0,40,50,15
114,50,0,40,65,15
115,50,0,40,80,15
116,120,0,40,95,12
117,50,0,40,80,15
118,50,0,40,65,15
119,50,0,40,50,15
120,50,0,40,35,15
121,50,0,40,20,15
122,300,0,20,20,15
123,50,0,20,35,15
124,50,0,20,50,15
125,50,0,20,65,15
126,50,0,20,80,15
127,120,0,20,95,12
128,50,0,20,80,15
129,50,0,20,65,15
130,50,0,20,50,15
131,50,0,20,35,15
132,50,0,20,20,15
