210621_iPAC_473_RP2
comment
no.	runtime	datetime	RH @PcTc	saturation pressure	chamber pressure	saturation pressure	chamber pressure	flow rate	Ts2500#1 SIL010 c11	Ts2500#2 SIL035 c19	PsDruck#1 0-20 h118	PoDruck#2 0-3b h119	PoDruck#3 0-3b h120	P MSL473_SH2	Tc SIL019 c12	Tc SIL057 c13	Tc SIL058 c14	Tc SIL020 c15	Tc SIL012 c17	Tx MSL473_SHX	Tx DUT473_RP2	DP MSL473_SH2	DP DUT473_RP2	FP MSL473_SH2	FP DUT473_RP2	Tm MSL473_SH2	Tm DUT473_RP2	RH DUT473_RP2	Th MSL473_SHX	Th DUT473_RP2	Tamb SIL039 c20
13	807.4827859401703	2021-06-25 10:58:19	100.0	14.2209	14.71	22.5713	22.6176	0.38668	22.222270388165246	22.394994815233726	1.0198613934004317	1.0313912936728937	1.0206249813471067	0.002478	22.57793698339604	22.631395489082806	22.615515511208894	22.612414283710326	22.609979545339556	22.6059	22.6209	23.0204	22.3229	23.0182	22.3231	23.0188	22.3231	98.2041	20.5942	22.5776	20.396066466118523
14	874.2785797119141	2021-06-25 10:59:25	100.0	14.2269	14.71	22.5718	22.6182	0.38994	22.21455990286943	22.392421403495447	1.0198507972262216	1.031334847111656	1.0205473318142264	0.002478	22.580496085904247	22.6288216310885	22.620672377651154	22.612414283710326	22.607409079961318	22.6061	22.6215	23.0251	22.3244	23.0241	22.3245	23.0229	22.3247	98.2112	20.5942	22.5789	20.408927448379558
15	941.0219283103943	2021-06-25 11:00:32	100.0	14.2269	14.71	22.5722	22.6285	0.40135	22.21970022440305	22.394994815233726	1.0199433184535815	1.0315017155565531	1.0207263776173932	0.002478	22.580496085904247	22.6288216310885	22.615515511208894	22.614986918210352	22.60483861581136	22.6066	22.6218	23.0219	22.3259	23.0248	22.326	23.0295	22.3262	98.2168	20.5941	22.5801	20.408927448379558
16	1007.7874143123627	2021-06-25 11:01:39	100.0	14.2209	14.708	22.5725	22.6288	0.40461	22.224840553924288	22.394994815233726	1.019907383601171	1.0314682630499998	1.0207049075206167	0.002478	22.580496085904247	22.6288216310885	22.615515511208894	22.614986918210352	22.60483861581136	22.607	22.6221	23.0264	22.3272	23.0241	22.3273	23.0257	22.3274	98.2225	20.5941	22.5816	20.396066466118523
17	1074.5198001861572	2021-06-25 11:02:46	100.0	14.2209	14.71	22.572	22.6283	0.41113	22.21713006263783	22.394994815233726	1.0200039309758548	1.0315393227770506	1.0207652549619175	0.002478	22.57793698339604	22.6288216310885	22.620672377651154	22.617559554368334	22.607409079961318	22.6072	22.6226	23.023	22.3286	23.0223	22.3286	23.0216	22.3287	98.2293	20.594	22.5826	20.3909220868256
18	1141.191878080368	2021-06-25 11:03:52	100.0	14.2269	14.714	22.5622	22.6286	0.41765	22.21713006263783	22.38984799382276	1.0201534792592213	1.0316992789742991	1.0209195736013505	0.002478	22.583055189656328	22.631395489082806	22.6232508137169	22.614986918210352	22.612550011946194	22.6078	22.623	23.0211	22.3297	23.0207	22.3296	23.0221	22.3298	98.2337	20.5939	22.5838	20.378061172621962
19	1207.8866124153137	2021-06-25 11:04:59	100.0	14.2269	14.71	22.5615	22.6278	0.42091	22.21970022440305	22.392421403495447	1.020065304661123	1.031608627547778	1.0208293850899826	0.002478	22.580496085904247	22.63396934904886	22.61809394348176	22.614986918210352	22.609979545339556	22.6081	22.6233	23.0202	22.3309	23.0216	22.331	23.0222	22.3315	98.2399	20.5939	22.5848	20.385777715310688
20	1274.570494890213	2021-06-25 11:06:06	100.0	14.2269	14.712	22.5619	22.6283	0.4258	22.21970022440305	22.394994815233726	1.0202127497366196	1.0317832327961407	1.0209797460051666	0.002478	22.583055189656328	22.631395489082806	22.620672377651154	22.614986918210352	22.609979545339556	22.6085	22.6238	23.0207	22.3324	23.0204	22.3324	23.0201	22.3324	98.2434	20.5941	22.5861	20.406355248038306
21	1341.2537326812744	2021-06-25 11:07:12	100.0	14.2269	14.714	22.5623	22.6287	0.43395	22.21970022440305	22.394994815233726	1.0200749193377683	1.0316272520935628	1.0208260927725303	0.002478	22.585614294652146	22.63396934904886	22.6232508137169	22.617559554368334	22.607409079961318	22.6089	22.6238	23.021	22.3334	23.0257	22.3335	23.0229	22.3336	98.2494	20.5941	22.5874	20.414071854895433
22	1408.0250499248505	2021-06-25 11:08:19	100.0	14.2269	14.71	22.5625	22.6289	0.43232	22.21455990286943	22.394994815233726	1.0199018151012222	1.031464502329918	1.0206804953588302	0.002478	22.585614294652146	22.6288216310885	22.620672377651154	22.614986918210352	22.609979545339556	22.6092	22.6241	23.0198	22.3346	23.0205	22.3347	23.0207	22.3349	98.2549	20.5937	22.5883	20.42178847925312
